0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
5.0,2.25,2100.0,10726.0,1.0,0.0,0.0,4.0,7.0,1050.0,1050.0,1963.0,0.0,47.4922,-122.134,2100.0,10726.0
3.0,2.25,1490.0,9600.0,1.0,0.0,0.0,4.0,7.0,1170.0,320.0,1987.0,0.0,47.7378,-121.977,1590.0,10104.0
3.0,1.75,1270.0,7700.0,1.0,0.0,0.0,4.0,7.0,1270.0,0.0,1968.0,0.0,47.6711,-122.148,1510.0,7700.0
3.0,2.5,2250.0,5692.0,2.0,0.0,0.0,3.0,8.0,2250.0,0.0,2000.0,0.0,47.5133,-122.379,1320.0,5390.0
5.0,2.75,2840.0,12253.0,1.0,0.0,0.0,3.0,7.0,1420.0,1420.0,1960.0,0.0,47.7618,-122.253,2210.0,11620.0
2.0,1.0,910.0,6232.0,1.0,0.0,0.0,3.0,6.0,910.0,0.0,1943.0,0.0,47.5328,-122.272,1070.0,6232.0
3.0,1.0,1500.0,6250.0,1.0,0.0,0.0,3.0,6.0,890.0,610.0,1945.0,0.0,47.5365,-122.368,1210.0,6250.0
3.0,2.5,1690.0,3129.0,2.0,0.0,0.0,3.0,7.0,1690.0,0.0,2002.0,0.0,47.6875,-122.043,1690.0,3129.0
3.0,2.0,1760.0,7147.0,1.0,0.0,0.0,4.0,6.0,880.0,880.0,1936.0,0.0,47.4799,-122.232,1720.0,7147.0
3.0,1.0,1080.0,7000.0,1.0,0.0,0.0,4.0,6.0,1080.0,0.0,1916.0,0.0,47.7637,-122.351,1410.0,7214.0
4.0,2.5,2340.0,6896.0,2.0,0.0,0.0,3.0,7.0,2340.0,0.0,2001.0,0.0,47.4896,-122.14,2950.0,6775.0
2.0,2.0,1290.0,9041.0,1.0,0.0,0.0,3.0,7.0,950.0,340.0,1956.0,0.0,47.5346,-122.291,1290.0,5000.0
3.0,2.5,2160.0,1912.0,2.0,0.0,0.0,3.0,9.0,1970.0,190.0,2014.0,0.0,47.5642,-122.292,1810.0,2653.0
3.0,2.25,1920.0,8223.0,2.0,0.0,0.0,4.0,7.0,1920.0,0.0,1989.0,0.0,47.735,-122.201,1940.0,7274.0
3.0,1.75,1540.0,8100.0,1.0,0.0,0.0,4.0,7.0,940.0,600.0,1947.0,0.0,47.749,-122.351,1840.0,8100.0
3.0,2.5,1830.0,2839.0,2.0,0.0,0.0,3.0,8.0,1830.0,0.0,1999.0,0.0,47.6022,-122.021,1830.0,3011.0
4.0,2.5,2303.0,3680.0,2.0,0.0,0.0,3.0,8.0,2303.0,0.0,2013.0,0.0,47.2599,-122.283,2303.0,3760.0
4.0,2.5,2400.0,7292.0,1.0,0.0,0.0,3.0,8.0,1530.0,870.0,1980.0,0.0,47.7749,-122.339,1710.0,7909.0
4.0,2.75,2656.0,21195.0,2.0,0.0,0.0,3.0,9.0,2656.0,0.0,2014.0,0.0,47.3162,-122.272,1860.0,16510.0
3.0,2.0,2070.0,9000.0,1.0,0.0,0.0,4.0,7.0,1450.0,620.0,1969.0,0.0,47.3085,-122.376,1630.0,7885.0
2.0,1.0,1760.0,5250.0,1.0,0.0,2.0,4.0,7.0,1000.0,760.0,1951.0,0.0,47.5577,-122.379,1760.0,5400.0
4.0,1.75,2170.0,5750.0,1.0,0.0,2.0,3.0,7.0,1370.0,800.0,1975.0,0.0,47.5668,-122.383,1450.0,5750.0
4.0,1.75,2430.0,7559.0,1.0,0.0,0.0,4.0,8.0,1580.0,850.0,1981.0,0.0,47.7206,-122.11,1980.0,8750.0
4.0,2.25,2340.0,13383.0,1.0,0.0,0.0,3.0,8.0,1170.0,1170.0,1983.0,0.0,47.6211,-122.037,1810.0,12532.0
3.0,2.0,3080.0,17700.0,1.0,0.0,0.0,4.0,8.0,1740.0,1340.0,1965.0,0.0,47.4695,-122.366,2100.0,15100.0
3.0,2.5,2020.0,26670.0,2.0,0.0,0.0,3.0,7.0,2020.0,0.0,1987.0,0.0,47.2597,-122.31,1680.0,10939.0
3.0,2.0,2010.0,16736.0,2.0,0.0,0.0,4.0,6.0,2010.0,0.0,1929.0,0.0,47.7643,-122.352,1890.0,11477.0
4.0,2.5,2710.0,5880.0,2.0,0.0,0.0,3.0,9.0,2710.0,0.0,1998.0,0.0,47.3314,-122.172,2520.0,6000.0
3.0,3.25,1770.0,1977.0,3.0,0.0,0.0,3.0,8.0,1770.0,0.0,2001.0,0.0,47.7186,-122.314,1860.0,2210.0
3.0,2.0,1380.0,8682.0,1.0,0.0,0.0,4.0,7.0,1380.0,0.0,1966.0,0.0,47.4238,-122.322,1410.0,10594.0
3.0,2.5,2770.0,10773.0,2.0,0.0,2.0,3.0,9.0,2770.0,0.0,1992.0,0.0,47.5754,-122.12,2530.0,10423.0
4.0,1.75,2320.0,7500.0,1.0,0.0,0.0,3.0,7.0,1220.0,1100.0,1955.0,0.0,47.7574,-122.343,2230.0,7500.0
2.0,2.25,1170.0,1011.0,2.0,0.0,0.0,3.0,7.0,1170.0,0.0,2009.0,0.0,47.5321,-122.073,1240.0,750.0
3.0,1.0,1010.0,8848.0,1.0,0.0,0.0,4.0,7.0,1010.0,0.0,1968.0,0.0,47.2742,-122.299,1380.0,10650.0
3.0,2.5,1940.0,5660.0,2.0,0.0,0.0,3.0,8.0,1940.0,0.0,2001.0,0.0,47.7511,-122.17,2110.0,4581.0
3.0,1.0,880.0,8976.0,1.0,0.0,0.0,4.0,6.0,880.0,0.0,1966.0,0.0,47.3056,-122.368,990.0,8760.0
3.0,2.5,2380.0,16080.0,1.0,0.0,2.0,4.0,9.0,1340.0,1040.0,1964.0,0.0,47.5262,-122.386,2560.0,10070.0
3.0,3.5,3190.0,29982.0,1.0,0.0,3.0,4.0,8.0,2630.0,560.0,1941.0,0.0,47.458,-122.368,2600.0,19878.0
3.0,1.75,1640.0,7437.0,1.0,0.0,0.0,3.0,7.0,1090.0,550.0,1948.0,0.0,47.5324,-122.38,1640.0,7436.0
4.0,2.25,2270.0,9600.0,1.0,0.0,0.0,3.0,7.0,1290.0,980.0,1976.0,0.0,47.3261,-122.355,1930.0,15000.0
4.0,3.5,2960.0,6000.0,2.0,0.0,0.0,3.0,9.0,2960.0,0.0,2014.0,0.0,47.5183,-121.886,2960.0,6000.0
3.0,1.0,1810.0,12375.0,2.0,0.0,0.0,3.0,7.0,1810.0,0.0,1970.0,0.0,47.7427,-122.172,1420.0,9357.0
3.0,1.75,1640.0,8529.0,1.0,0.0,0.0,5.0,7.0,1640.0,0.0,1951.0,0.0,47.7751,-122.32,1730.0,7769.0
4.0,2.0,1650.0,6000.0,1.0,0.0,0.0,5.0,7.0,1000.0,650.0,1959.0,0.0,47.5834,-122.307,1540.0,6000.0
4.0,2.0,1300.0,7054.0,1.0,0.0,0.0,3.0,7.0,1300.0,0.0,1950.0,2013.0,47.5071,-122.369,1560.0,7100.0
4.0,2.25,1830.0,7614.0,2.0,0.0,0.0,3.0,7.0,1830.0,0.0,1991.0,0.0,47.3682,-122.179,1860.0,6930.0
4.0,2.5,2440.0,9727.0,2.0,0.0,0.0,3.0,9.0,2440.0,0.0,1987.0,0.0,47.6613,-122.132,2370.0,11503.0
3.0,2.5,1580.0,7918.0,2.0,0.0,0.0,3.0,7.0,1580.0,0.0,1994.0,0.0,47.4431,-122.19,1650.0,7916.0
4.0,2.75,2570.0,7264.0,2.0,0.0,0.0,3.0,8.0,1720.0,850.0,1998.0,0.0,47.258,-122.208,2420.0,7911.0
4.0,3.5,4070.0,10976.0,2.0,0.0,0.0,3.0,10.0,4070.0,0.0,2004.0,0.0,47.5805,-121.97,4080.0,10106.0
2.0,1.0,1110.0,26051.0,1.0,0.0,0.0,3.0,6.0,1110.0,0.0,1951.0,0.0,47.4711,-122.291,2240.0,12255.0
3.0,1.0,1380.0,7575.0,1.0,0.0,0.0,4.0,7.0,1380.0,0.0,1963.0,0.0,47.5139,-122.187,1320.0,7600.0
5.0,3.25,3160.0,10587.0,1.0,0.0,0.0,5.0,7.0,2190.0,970.0,1960.0,0.0,47.7238,-122.165,2200.0,7761.0
4.0,2.5,2470.0,5954.0,2.0,0.0,0.0,3.0,8.0,2470.0,0.0,2013.0,0.0,47.7685,-122.236,2470.0,4800.0
4.0,1.75,2240.0,9886.0,1.5,0.0,0.0,4.0,7.0,2240.0,0.0,1965.0,0.0,47.6294,-122.116,1540.0,8040.0
4.0,2.5,2510.0,17200.0,1.0,0.0,2.0,4.0,9.0,1540.0,970.0,1977.0,0.0,47.6287,-122.089,2370.0,14621.0
3.0,2.5,2460.0,10300.0,1.0,0.0,0.0,3.0,10.0,2460.0,0.0,1992.0,0.0,47.6999,-122.391,2410.0,5250.0
3.0,2.5,2400.0,9601.0,1.0,0.0,0.0,5.0,7.0,1390.0,1010.0,1977.0,0.0,47.7256,-122.211,2010.0,9943.0
3.0,2.5,2330.0,8627.0,1.0,0.0,0.0,4.0,7.0,1480.0,850.0,1980.0,0.0,47.4543,-122.21,1940.0,9607.0
3.0,1.75,1830.0,51836.0,1.0,0.0,0.0,4.0,7.0,1430.0,400.0,1966.0,0.0,47.4774,-122.098,1320.0,51400.0
3.0,2.5,2160.0,35912.0,2.0,0.0,0.0,3.0,8.0,2160.0,0.0,1982.0,0.0,47.7273,-122.083,2230.0,35244.0
4.0,3.0,2800.0,7198.0,2.0,0.0,0.0,3.0,8.0,2800.0,0.0,2002.0,0.0,47.3538,-122.013,3610.0,7845.0
2.0,1.0,1260.0,4377.0,1.0,0.0,0.0,4.0,7.0,1260.0,0.0,1947.0,0.0,47.6988,-122.354,1420.0,6376.0
3.0,2.25,1790.0,9927.0,1.0,0.0,2.0,4.0,7.0,1240.0,550.0,1969.0,0.0,47.5822,-122.077,2610.0,10700.0
3.0,1.75,1420.0,3000.0,1.0,0.0,0.0,3.0,5.0,710.0,710.0,1931.0,2014.0,47.4928,-122.274,1960.0,5000.0
3.0,1.5,1840.0,10956.0,1.0,0.0,0.0,4.0,8.0,1840.0,0.0,1970.0,0.0,47.6746,-122.164,1680.0,10950.0
3.0,1.75,2000.0,12669.0,1.0,0.0,3.0,4.0,7.0,1200.0,800.0,1965.0,0.0,47.3579,-122.446,1580.0,12055.0
3.0,2.75,1910.0,7280.0,1.0,0.0,0.0,3.0,7.0,1160.0,750.0,1979.0,0.0,47.7319,-122.224,1710.0,8152.0
4.0,2.5,2050.0,6360.0,2.0,0.0,0.0,3.0,8.0,2050.0,0.0,1988.0,0.0,47.5641,-122.011,2070.0,7541.0
2.0,1.0,2180.0,9300.0,1.0,0.0,0.0,4.0,7.0,1090.0,1090.0,1947.0,0.0,47.7032,-122.371,1830.0,7378.0
3.0,1.75,1410.0,1899.0,2.0,0.0,0.0,3.0,8.0,1410.0,0.0,2014.0,0.0,47.5171,-122.347,1410.0,1811.0
3.0,1.0,1600.0,1950.0,2.0,0.0,0.0,2.0,7.0,1600.0,0.0,1906.0,0.0,47.6028,-122.312,1310.0,1138.0
3.0,2.25,1970.0,3716.0,2.0,0.0,0.0,3.0,7.0,1970.0,0.0,1997.0,0.0,47.4907,-122.167,1780.0,3716.0
3.0,2.5,1980.0,17342.0,2.0,1.0,4.0,3.0,10.0,1580.0,400.0,1984.0,0.0,47.4551,-122.373,2060.0,17313.0
4.0,2.0,2180.0,17180.0,2.0,0.0,0.0,4.0,7.0,2180.0,0.0,1977.0,0.0,47.698,-121.92,1880.0,14043.0
4.0,1.75,3010.0,12523.0,1.0,0.0,0.0,3.0,8.0,1780.0,1230.0,1952.0,0.0,47.707,-122.316,2040.0,7560.0
2.0,1.0,840.0,7870.0,1.0,0.0,0.0,3.0,6.0,840.0,0.0,1949.0,0.0,47.7389,-122.326,1442.0,8131.0
4.0,1.0,1790.0,8400.0,1.0,0.0,0.0,4.0,7.0,1260.0,530.0,1954.0,0.0,47.7627,-122.353,1470.0,8400.0
4.0,2.75,3130.0,8920.0,2.0,0.0,0.0,3.0,8.0,3130.0,0.0,2014.0,0.0,47.7397,-122.316,1450.0,9183.0
3.0,1.5,1610.0,13500.0,1.0,0.0,0.0,3.0,7.0,1060.0,550.0,1970.0,0.0,47.7674,-122.31,1540.0,11479.0
5.0,3.0,3730.0,5500.0,1.5,0.0,0.0,3.0,7.0,2160.0,1570.0,1927.0,0.0,47.6507,-122.32,1890.0,5500.0
4.0,3.25,5640.0,35006.0,2.0,0.0,2.0,3.0,11.0,4900.0,740.0,2015.0,0.0,47.5491,-122.104,4920.0,35033.0
2.0,1.0,820.0,8370.0,1.0,0.0,0.0,4.0,7.0,820.0,0.0,1941.0,0.0,47.7256,-122.361,1410.0,8370.0
4.0,2.75,2790.0,6969.0,2.0,0.0,0.0,3.0,8.0,2790.0,0.0,2012.0,0.0,47.4836,-121.769,2620.0,6307.0
3.0,2.0,1640.0,7201.0,1.0,0.0,0.0,3.0,8.0,1640.0,0.0,1948.0,0.0,47.7216,-122.289,1750.0,7201.0
4.0,1.5,1780.0,3120.0,1.5,0.0,3.0,3.0,8.0,1780.0,0.0,1926.0,0.0,47.5589,-122.264,1710.0,3600.0
2.0,1.0,860.0,7102.0,1.0,0.0,0.0,3.0,6.0,860.0,0.0,1947.0,0.0,47.7042,-122.369,1450.0,7102.0
4.0,2.5,1810.0,4871.0,2.0,0.0,0.0,3.0,8.0,1810.0,0.0,1999.0,0.0,47.4088,-122.192,1850.0,5003.0
5.0,1.75,2360.0,6150.0,1.0,0.0,0.0,5.0,7.0,1180.0,1180.0,1940.0,0.0,47.6732,-122.4,2100.0,5500.0
3.0,1.0,1060.0,9525.0,1.0,0.0,0.0,3.0,7.0,1060.0,0.0,1966.0,0.0,47.6855,-122.111,1630.0,9525.0
3.0,1.75,1970.0,10270.0,1.0,0.0,0.0,4.0,8.0,1970.0,0.0,1966.0,0.0,47.3619,-122.285,1970.0,8400.0
3.0,3.25,1370.0,913.0,2.0,0.0,0.0,3.0,8.0,1100.0,270.0,2006.0,0.0,47.5636,-122.388,1370.0,915.0
4.0,3.0,2370.0,8154.0,1.0,0.0,0.0,3.0,7.0,1380.0,990.0,1977.0,0.0,47.7258,-122.306,2100.0,8148.0
3.0,1.0,1510.0,6200.0,1.0,0.0,0.0,3.0,6.0,1010.0,500.0,1955.0,0.0,47.5293,-122.274,1710.0,8623.0
4.0,2.5,2120.0,8448.0,2.0,0.0,0.0,4.0,9.0,2120.0,0.0,1989.0,0.0,47.5654,-122.01,2140.0,8122.0
3.0,1.75,1720.0,9342.0,1.0,0.0,0.0,4.0,7.0,1140.0,580.0,1981.0,0.0,47.3177,-122.182,1330.0,7540.0
4.0,2.75,2410.0,6000.0,1.0,0.0,0.0,5.0,8.0,1410.0,1000.0,1950.0,0.0,47.6707,-122.399,1760.0,6000.0
3.0,1.0,1500.0,9416.0,1.0,0.0,0.0,4.0,8.0,1500.0,0.0,1952.0,0.0,47.7135,-122.332,1440.0,7200.0
3.0,1.5,1170.0,4080.0,1.0,0.0,0.0,5.0,6.0,1170.0,0.0,1917.0,0.0,47.5338,-122.381,920.0,4242.0
4.0,2.5,2050.0,5276.0,2.0,0.0,0.0,3.0,7.0,2050.0,0.0,2006.0,0.0,47.491,-122.15,2480.0,5447.0
3.0,1.5,1040.0,10323.0,1.0,0.0,0.0,4.0,7.0,1040.0,0.0,1958.0,0.0,47.5882,-122.155,1580.0,7200.0
3.0,2.5,1650.0,4648.0,2.0,0.0,0.0,3.0,8.0,1650.0,0.0,2001.0,0.0,47.5968,-122.015,1800.0,5637.0
4.0,3.5,3810.0,13592.0,1.0,0.0,1.0,3.0,9.0,2560.0,1250.0,2013.0,0.0,47.5134,-122.2,3230.0,9311.0
3.0,2.5,1960.0,8469.0,2.0,0.0,0.0,4.0,8.0,1960.0,0.0,1984.0,0.0,47.7236,-122.105,2040.0,8189.0
3.0,2.5,1920.0,15124.0,2.0,0.0,0.0,3.0,8.0,1920.0,0.0,1995.0,0.0,47.5015,-121.773,1920.0,16477.0
4.0,3.5,4610.0,12500.0,2.0,0.0,2.0,3.0,11.0,4610.0,0.0,2003.0,0.0,47.6508,-122.203,2340.0,11538.0
4.0,1.0,1200.0,7552.0,1.0,0.0,0.0,3.0,6.0,1060.0,140.0,1919.0,0.0,47.5317,-122.37,1580.0,7680.0
3.0,1.75,2390.0,6000.0,1.0,0.0,0.0,3.0,6.0,1240.0,1150.0,1908.0,0.0,47.5362,-122.268,2020.0,6000.0
4.0,2.25,2130.0,5337.0,2.0,0.0,0.0,3.0,7.0,2130.0,0.0,2001.0,0.0,47.7237,-121.959,2300.0,6930.0
3.0,1.0,1550.0,12670.0,1.0,0.0,0.0,4.0,7.0,1550.0,0.0,1962.0,0.0,47.5024,-122.169,1550.0,8880.0
2.0,1.0,900.0,8556.0,1.0,0.0,0.0,3.0,6.0,760.0,140.0,1941.0,0.0,47.5148,-122.386,1500.0,8556.0
5.0,1.75,1890.0,9600.0,1.0,0.0,0.0,4.0,7.0,1890.0,0.0,1960.0,0.0,47.7391,-122.241,2350.0,5308.0
2.0,1.0,1150.0,9186.0,1.0,0.0,0.0,3.0,7.0,1150.0,0.0,1946.0,0.0,47.5081,-122.33,1390.0,10690.0
6.0,2.0,2800.0,29985.0,1.0,0.0,0.0,5.0,7.0,1400.0,1400.0,1954.0,0.0,47.4398,-122.08,1980.0,29985.0
3.0,2.0,1550.0,8300.0,1.0,0.0,0.0,4.0,8.0,1550.0,0.0,1965.0,0.0,47.4654,-122.195,1860.0,8000.0
2.0,1.0,1180.0,9350.0,1.0,0.0,0.0,3.0,6.0,1180.0,0.0,1918.0,0.0,47.4889,-122.259,1780.0,9306.0
4.0,2.5,2480.0,9869.0,1.0,0.0,0.0,4.0,8.0,1240.0,1240.0,1963.0,0.0,47.7612,-122.229,2230.0,10310.0
3.0,1.5,980.0,7770.0,1.0,0.0,0.0,4.0,7.0,980.0,0.0,1968.0,0.0,47.6923,-122.201,1470.0,7350.0
3.0,1.0,1580.0,5250.0,1.0,0.0,0.0,5.0,7.0,1580.0,0.0,1954.0,0.0,47.4964,-122.168,1180.0,5940.0
3.0,2.0,1300.0,14350.0,1.0,0.0,0.0,3.0,7.0,1300.0,0.0,1955.0,2013.0,47.5736,-122.152,1520.0,10670.0
3.0,1.0,960.0,8855.0,1.0,0.0,0.0,4.0,7.0,960.0,0.0,1958.0,0.0,47.7689,-122.328,1250.0,8855.0
4.0,2.0,1450.0,5456.0,1.0,0.0,0.0,5.0,7.0,1450.0,0.0,1951.0,0.0,47.5442,-122.297,980.0,6100.0
5.0,1.75,1720.0,14040.0,1.0,0.0,0.0,4.0,8.0,1150.0,570.0,1956.0,0.0,47.7365,-122.339,1750.0,7800.0
4.0,2.25,1900.0,5000.0,1.0,0.0,0.0,3.0,7.0,1400.0,500.0,1963.0,0.0,47.6456,-122.387,1710.0,4994.0
3.0,2.5,2160.0,9063.0,2.0,0.0,0.0,3.0,8.0,2160.0,0.0,1992.0,0.0,47.7296,-122.333,2160.0,9063.0
5.0,3.5,4210.0,17258.0,2.0,0.0,3.0,3.0,12.0,4210.0,0.0,1995.0,0.0,47.553,-122.114,4630.0,17909.0
2.0,1.0,960.0,13438.0,1.0,0.0,0.0,3.0,7.0,960.0,0.0,1951.0,0.0,47.4745,-122.295,1630.0,11656.0
3.0,2.5,1470.0,1741.0,2.0,0.0,0.0,3.0,8.0,1170.0,300.0,2004.0,0.0,47.5464,-121.999,1470.0,1583.0
3.0,2.75,2190.0,7258.0,2.0,0.0,0.0,3.0,8.0,2190.0,0.0,2000.0,0.0,47.3486,-122.301,2190.0,8645.0
3.0,1.0,1230.0,6000.0,1.0,0.0,0.0,4.0,7.0,1230.0,0.0,1967.0,0.0,47.3256,-122.209,1240.0,6000.0
4.0,3.25,3720.0,7150.0,2.0,0.0,2.0,3.0,11.0,3720.0,0.0,2007.0,0.0,47.5359,-122.069,4040.0,7442.0
2.0,1.0,833.0,143947.0,1.0,0.0,0.0,3.0,5.0,833.0,0.0,2006.0,0.0,47.3889,-122.482,1380.0,143947.0
3.0,2.25,1450.0,4667.0,2.0,0.0,0.0,3.0,7.0,1450.0,0.0,2009.0,0.0,47.7611,-122.233,1490.0,4667.0
3.0,2.5,1620.0,2930.0,2.0,0.0,0.0,3.0,8.0,1620.0,0.0,2002.0,0.0,47.4491,-122.12,1900.0,2943.0
4.0,2.25,2030.0,11585.0,1.0,0.0,0.0,4.0,7.0,1590.0,440.0,1967.0,0.0,47.6561,-122.13,1960.0,8977.0
2.0,2.5,1520.0,1588.0,2.0,0.0,0.0,3.0,8.0,1240.0,280.0,2007.0,0.0,47.5825,-122.313,1660.0,6000.0
4.0,3.25,2690.0,3995.0,2.0,0.0,0.0,3.0,9.0,2060.0,630.0,2014.0,0.0,47.532,-122.384,1810.0,4590.0
3.0,1.5,1210.0,10588.0,1.0,0.0,0.0,4.0,7.0,1210.0,0.0,1958.0,0.0,47.2876,-122.212,1408.0,10588.0
3.0,0.75,850.0,8573.0,1.0,0.0,0.0,3.0,6.0,600.0,250.0,1945.0,0.0,47.503,-122.356,850.0,8382.0
4.0,2.0,2280.0,10319.0,1.0,0.0,3.0,4.0,8.0,1270.0,1010.0,1989.0,0.0,47.3594,-122.322,2280.0,9767.0
4.0,2.5,2860.0,3638.0,1.5,0.0,2.0,5.0,7.0,1720.0,1140.0,1924.0,0.0,47.6631,-122.361,1760.0,3880.0
3.0,1.0,1320.0,7000.0,1.0,0.0,0.0,4.0,7.0,1320.0,0.0,1967.0,0.0,47.2787,-122.205,1260.0,7455.0
3.0,1.0,1010.0,7384.0,1.0,0.0,2.0,5.0,6.0,1010.0,0.0,1943.0,0.0,47.4905,-122.191,1010.0,8000.0
4.0,1.75,1560.0,8700.0,1.0,0.0,0.0,4.0,7.0,1560.0,0.0,1967.0,0.0,47.7274,-122.181,2080.0,8000.0
3.0,3.0,3700.0,16857.0,1.0,0.0,0.0,3.0,10.0,2170.0,1530.0,2000.0,0.0,47.6956,-122.392,2320.0,12000.0
4.0,3.5,2370.0,3302.0,2.0,0.0,0.0,3.0,8.0,1610.0,760.0,1926.0,2014.0,47.684,-122.341,2170.0,3800.0
4.0,2.5,2620.0,5060.0,2.0,0.0,0.0,3.0,9.0,2620.0,0.0,2005.0,0.0,47.5634,-122.394,900.0,5060.0
4.0,2.25,2060.0,8540.0,1.0,0.0,0.0,4.0,7.0,1540.0,520.0,1967.0,0.0,47.734,-122.19,1560.0,7700.0
4.0,3.25,3100.0,3900.0,2.0,0.0,2.0,5.0,9.0,2090.0,1010.0,1923.0,0.0,47.6385,-122.348,2110.0,3900.0
2.0,0.75,1330.0,2856.0,1.0,0.0,0.0,4.0,7.0,930.0,400.0,1916.0,0.0,47.5671,-122.37,1330.0,2856.0
4.0,1.0,1320.0,11212.0,1.0,0.0,0.0,5.0,6.0,1320.0,0.0,1914.0,0.0,47.3098,-122.209,1060.0,6766.0
3.0,1.75,1620.0,12825.0,1.0,0.0,0.0,3.0,8.0,1340.0,280.0,1962.0,0.0,47.3321,-122.323,2076.0,11200.0
2.0,2.0,1360.0,1860.0,1.0,0.0,0.0,4.0,7.0,680.0,680.0,1925.0,0.0,47.6727,-122.396,1440.0,5000.0
2.0,1.5,1150.0,7552.0,1.0,0.0,1.0,3.0,7.0,1150.0,0.0,1944.0,0.0,47.7298,-122.286,1910.0,8145.0
3.0,2.0,3000.0,21883.0,2.0,0.0,0.0,3.0,7.0,1970.0,1030.0,1998.0,0.0,47.7599,-122.214,2280.0,14025.0
3.0,2.25,2370.0,7878.0,2.0,0.0,0.0,3.0,8.0,2370.0,0.0,1985.0,0.0,47.7281,-122.168,1870.0,7766.0
3.0,1.5,1810.0,3880.0,1.5,0.0,0.0,4.0,8.0,1310.0,500.0,1929.0,0.0,47.6835,-122.392,1400.0,3880.0
3.0,1.75,1480.0,7225.0,1.0,0.0,0.0,4.0,7.0,1480.0,0.0,1965.0,0.0,47.513,-122.185,1430.0,7201.0
2.0,1.5,1090.0,2686.0,2.0,0.0,0.0,3.0,7.0,1090.0,0.0,1982.0,0.0,47.717,-122.19,1160.0,2158.0
3.0,1.5,1490.0,8475.0,1.0,0.0,0.0,4.0,7.0,1490.0,0.0,1963.0,0.0,47.6571,-122.133,1490.0,8540.0
3.0,1.75,1870.0,9897.0,1.0,0.0,0.0,4.0,8.0,1870.0,0.0,1960.0,0.0,47.5505,-122.221,1900.0,10005.0
4.0,2.5,3480.0,59242.0,2.0,0.0,0.0,3.0,11.0,3480.0,0.0,1988.0,0.0,47.7391,-122.102,2930.0,39400.0
3.0,1.75,1490.0,3800.0,1.0,0.0,0.0,3.0,6.0,700.0,790.0,1913.0,0.0,47.5554,-122.27,2180.0,4000.0
